continent,location,date,population,new_vaccinations,accumunated_vac_amounts,TotalVacPerPop
Africa,Morocco,2021-02-07,36910558,,373966,0.01013168102199918
Africa,Morocco,2021-02-08,36910558,,373966,0.01013168102199918
Africa,Morocco,2021-02-09,36910558,65032,438998,0.011893561728327163
Africa,Morocco,2021-02-10,36910558,130935,569933,0.015440920725175708
Africa,Morocco,2021-02-11,36910558,109202,679135,0.018399478003014749
Africa,Morocco,2021-02-12,36910558,256785,935920,0.025356430536758616
Africa,Morocco,2021-02-13,36910558,276436,1212356,0.032845778164610789
Africa,Morocco,2021-02-14,36910558,,1212356,0.032845778164610789
Africa,Morocco,2021-02-15,36910558,,1212356,0.032845778164610789
Africa,Morocco,2021-02-16,36910558,197078,1409434,0.038185117656579455
Africa,Morocco,2021-02-17,36910558,176844,1586278,0.042976267115766714
Africa,Morocco,2021-02-18,36910558,152110,1738388,0.047097310205930783
Africa,Morocco,2021-02-19,36910558,129027,1867415,0.050592976676212806
Africa,Morocco,2021-02-20,36910558,99042,1966457,0.053276273959337053
Africa,Morocco,2021-02-21,36910558,,1966457,0.053276273959337053
Africa,Morocco,2021-02-22,36910558,,1966457,0.053276273959337053
Africa,Morocco,2021-02-23,36910558,91407,2057864,0.055752719858637736
Africa,Morocco,2021-02-24,36910558,281854,2339718,0.063388854755325019
Africa,Morocco,2021-02-25,36910558,255160,2594878,0.070301781945426023
Africa,Morocco,2021-02-26,36910558,220190,2815068,0.076267283740332509
Africa,Morocco,2021-02-27,36910558,173608,2988676,0.080970761807502345
Africa,Morocco,2021-02-28,36910558,,2988676,0.080970761807502345
Africa,Morocco,2021-03-01,36910558,,2988676,0.080970761807502345
Africa,Morocco,2021-03-02,36910558,149675,3138351,0.085025834613500023
Africa,Morocco,2021-03-03,36910558,154537,3292888,0.089212631247677157
Africa,Morocco,2021-03-04,36910558,127267,3420155,0.092660614884229053
Africa,Morocco,2021-03-05,36910558,144500,3564655,0.096575483903548684
Africa,Morocco,2021-03-06,36910558,114928,3679583,0.0996891729461256
Africa,Morocco,2021-03-07,36910558,,3679583,0.0996891729461256
Africa,Morocco,2021-03-08,36910558,,3679583,0.0996891729461256
Africa,Morocco,2021-03-09,36910558,120908,3800491,0.10296487525330827
Africa,Morocco,2021-03-10,36910558,200083,4000574,0.1083856277653673
Africa,Morocco,2021-03-11,36910558,168402,4168976,0.11294806217776496
Africa,Morocco,2021-03-12,36910558,291407,4460383,0.12084301191003398
Africa,Morocco,2021-03-13,36910558,288416,4748799,0.12865692791748096
Africa,Morocco,2021-03-14,36910558,,4748799,0.12865692791748096
Africa,Morocco,2021-03-15,36910558,,4748799,0.12865692791748096
Africa,Morocco,2021-03-16,36910558,204599,4953398,0.1342000302460884
Africa,Morocco,2021-03-17,36910558,163350,5116748,0.13862559325166529
Africa,Morocco,2021-03-18,36910558,,5116748,0.13862559325166529
Africa,Morocco,2021-03-19,36910558,,5116748,0.13862559325166529
Africa,Morocco,2021-03-20,36910558,76387,5193135,0.14069510951311004
Africa,Morocco,2021-03-21,36910558,,5193135,0.14069510951311004
Africa,Morocco,2021-03-22,36910558,,5193135,0.14069510951311004
Africa,Morocco,2021-03-23,36910558,76897,5270032,0.14277844295932887
Africa,Morocco,2021-03-24,36910558,270576,5540608,0.15010902842487509
Africa,Morocco,2021-03-25,36910558,231422,5772030,0.15637883339504105
Africa,Morocco,2021-03-26,36910558,164888,5936918,0.16084606469509347
Africa,Morocco,2021-03-27,36910558,109189,6046107,0.16380426977018336
Africa,Morocco,2021-03-28,36910558,,6046107,0.16380426977018336
Africa,Morocco,2021-03-29,36910558,,6046107,0.16380426977018336
Africa,Morocco,2021-03-30,36910558,123800,6169907,0.16715832364279076
Africa,Morocco,2021-03-31,36910558,112300,6282207,0.17020081354500249
Africa,Morocco,2021-04-01,36910558,101854,6384061,0.17296029499201826
Africa,Morocco,2021-04-02,36910558,75197,6459258,0.17499757115565687
Africa,Morocco,2021-04-03,36910558,69219,6528477,0.17687288823972805
Africa,Morocco,2021-04-04,36910558,,6528477,0.17687288823972805
Africa,Morocco,2021-04-05,36910558,,6528477,0.17687288823972805
Africa,Morocco,2021-04-06,36910558,72185,6600662,0.17882856173564216
Africa,Morocco,2021-04-07,36910558,72865,6673527,0.18080265814458832
Africa,Morocco,2021-04-08,36910558,61123,6734650,0.18245863419350095
Africa,Morocco,2021-04-09,36910558,43075,6777725,0.18362564445652652
Africa,Morocco,2021-04-10,36910558,54267,6831992,0.18509587419404497
Africa,Morocco,2021-04-11,36910558,28667,6860659,0.18587253544094348
Africa,Morocco,2021-04-12,36910558,,6860659,0.18587253544094348
Africa,Morocco,2021-04-13,36910558,,6860659,0.18587253544094348
Africa,Morocco,2021-04-14,36910558,45228,6905887,0.18709787589773094
Africa,Morocco,2021-04-15,36910558,32349,6938236,0.1879742918001944
Africa,Morocco,2021-04-16,36910558,35370,6973606,0.18893255420305485
Africa,Morocco,2021-04-17,36910558,77637,7051243,0.19103593611345568
Africa,Morocco,2021-04-18,36910558,,7051243,0.19103593611345568
Africa,Morocco,2021-04-19,36910558,,7051243,0.19103593611345568
Africa,Morocco,2021-04-20,36910558,17783,7069026,0.19151772238176404
Africa,Morocco,2021-04-21,36910558,23207,7092233,0.19214645847402254
Africa,Morocco,2021-04-22,36910558,13304,7105537,0.19250689734899157
Africa,Morocco,2021-04-23,36910558,26164,7131701,0.19321574602042049
Africa,Morocco,2021-04-24,36910558,,7131701,0.19321574602042049
Africa,Morocco,2021-04-25,36910558,,7131701,0.19321574602042049
Africa,Morocco,2021-04-26,36910558,,7131701,0.19321574602042049
Africa,Morocco,2021-04-27,36910558,90669,7222370,0.19567219764057753
Africa,Morocco,2021-04-28,36910558,197988,7420358,0.20103619132498621
Africa,Morocco,2021-04-29,36910558,,7420358,0.20103619132498621
Africa,Morocco,2021-04-30,36910558,,7420358,0.20103619132498621
Africa,Mozambique,2020-03-22,31255435,,,
Africa,Mozambique,2020-03-23,31255435,,,
Africa,Mozambique,2020-03-24,31255435,,,
Africa,Mozambique,2020-03-25,31255435,,,
Africa,Mozambique,2020-03-26,31255435,,,
Africa,Mozambique,2020-03-27,31255435,,,
Africa,Mozambique,2020-03-28,31255435,,,
Africa,Mozambique,2020-03-29,31255435,,,
Africa,Mozambique,2020-03-30,31255435,,,
Africa,Mozambique,2020-03-31,31255435,,,
Africa,Mozambique,2020-04-01,31255435,,,
Africa,Mozambique,2020-04-02,31255435,,,
Africa,Mozambique,2020-04-03,31255435,,,
Africa,Mozambique,2020-04-04,31255435,,,
Africa,Mozambique,2020-04-05,31255435,,,
Africa,Mozambique,2020-04-06,31255435,,,
Africa,Mozambique,2020-04-07,31255435,,,
Africa,Mozambique,2020-04-08,31255435,,,
Africa,Mozambique,2020-04-09,31255435,,,
Africa,Mozambique,2020-04-10,31255435,,,
Africa,Mozambique,2020-04-11,31255435,,,
Africa,Mozambique,2020-04-12,31255435,,,
Africa,Mozambique,2020-04-13,31255435,,,
Africa,Mozambique,2020-04-14,31255435,,,
Africa,Mozambique,2020-04-15,31255435,,,
Africa,Mozambique,2020-04-16,31255435,,,
Africa,Mozambique,2020-04-17,31255435,,,
Africa,Mozambique,2020-04-18,31255435,,,
Africa,Mozambique,2020-04-19,31255435,,,
Africa,Mozambique,2020-04-20,31255435,,,
Africa,Mozambique,2020-04-21,31255435,,,
Africa,Mozambique,2020-04-22,31255435,,,
Africa,Mozambique,2020-04-23,31255435,,,
Africa,Mozambique,2020-04-24,31255435,,,
Africa,Mozambique,2020-04-25,31255435,,,
Africa,Mozambique,2020-04-26,31255435,,,
Africa,Mozambique,2020-04-27,31255435,,,
Africa,Mozambique,2020-04-28,31255435,,,
Africa,Mozambique,2020-04-29,31255435,,,
Africa,Mozambique,2020-04-30,31255435,,,
Africa,Mozambique,2020-05-01,31255435,,,
Africa,Mozambique,2020-05-02,31255435,,,
Africa,Mozambique,2020-05-03,31255435,,,
Africa,Mozambique,2020-05-04,31255435,,,
Africa,Mozambique,2020-05-05,31255435,,,
Africa,Mozambique,2020-05-06,31255435,,,
Africa,Mozambique,2020-05-07,31255435,,,
Africa,Mozambique,2020-05-08,31255435,,,
Africa,Mozambique,2020-05-09,31255435,,,
Africa,Mozambique,2020-05-10,31255435,,,
Africa,Mozambique,2020-05-11,31255435,,,
Africa,Mozambique,2020-05-12,31255435,,,
Africa,Mozambique,2020-05-13,31255435,,,
Africa,Mozambique,2020-05-14,31255435,,,
Africa,Mozambique,2020-05-15,31255435,,,
Africa,Mozambique,2020-05-16,31255435,,,
Africa,Mozambique,2020-05-17,31255435,,,
Africa,Mozambique,2020-05-18,31255435,,,
Africa,Mozambique,2020-05-19,31255435,,,
Africa,Mozambique,2020-05-20,31255435,,,
Africa,Mozambique,2020-05-21,31255435,,,
Africa,Mozambique,2020-05-22,31255435,,,
Africa,Mozambique,2020-05-23,31255435,,,
Africa,Mozambique,2020-05-24,31255435,,,
Africa,Mozambique,2020-05-25,31255435,,,
Africa,Mozambique,2020-05-26,31255435,,,
Africa,Mozambique,2020-05-27,31255435,,,
Africa,Mozambique,2020-05-28,31255435,,,
Africa,Mozambique,2020-05-29,31255435,,,
Africa,Mozambique,2020-05-30,31255435,,,
Africa,Mozambique,2020-05-31,31255435,,,
Africa,Mozambique,2020-06-01,31255435,,,
Africa,Mozambique,2020-06-02,31255435,,,
Africa,Mozambique,2020-06-03,31255435,,,
Africa,Mozambique,2020-06-04,31255435,,,
Africa,Mozambique,2020-06-05,31255435,,,
Africa,Mozambique,2020-06-06,31255435,,,
Africa,Mozambique,2020-06-07,31255435,,,
Africa,Mozambique,2020-06-08,31255435,,,
Africa,Mozambique,2020-06-09,31255435,,,
Africa,Mozambique,2020-06-10,31255435,,,
Africa,Mozambique,2020-06-11,31255435,,,
Africa,Mozambique,2020-06-12,31255435,,,
Africa,Mozambique,2020-06-13,31255435,,,
Africa,Mozambique,2020-06-14,31255435,,,
Africa,Mozambique,2020-06-15,31255435,,,
Africa,Mozambique,2020-06-16,31255435,,,
Africa,Mozambique,2020-06-17,31255435,,,
Africa,Mozambique,2020-06-18,31255435,,,
Africa,Mozambique,2020-06-19,31255435,,,
Africa,Mozambique,2020-06-20,31255435,,,
Africa,Mozambique,2020-06-21,31255435,,,
Africa,Mozambique,2020-06-22,31255435,,,
Africa,Mozambique,2020-06-23,31255435,,,
Africa,Mozambique,2020-06-24,31255435,,,
Africa,Mozambique,2020-06-25,31255435,,,
Africa,Mozambique,2020-06-26,31255435,,,
Africa,Mozambique,2020-06-27,31255435,,,
Africa,Mozambique,2020-06-28,31255435,,,
Africa,Mozambique,2020-06-29,31255435,,,
Africa,Mozambique,2020-06-30,31255435,,,
Africa,Mozambique,2020-07-01,31255435,,,
Africa,Mozambique,2020-07-02,31255435,,,
Africa,Mozambique,2020-07-03,31255435,,,
Africa,Mozambique,2020-07-04,31255435,,,
Africa,Mozambique,2020-07-05,31255435,,,
Africa,Mozambique,2020-07-06,31255435,,,
Africa,Mozambique,2020-07-07,31255435,,,
Africa,Mozambique,2020-07-08,31255435,,,
Africa,Mozambique,2020-07-09,31255435,,,
Africa,Mozambique,2020-07-10,31255435,,,
Africa,Mozambique,2020-07-11,31255435,,,
Africa,Mozambique,2020-07-12,31255435,,,
Africa,Mozambique,2020-07-13,31255435,,,
Africa,Mozambique,2020-07-14,31255435,,,
Africa,Mozambique,2020-07-15,31255435,,,
Africa,Mozambique,2020-07-16,31255435,,,
Africa,Mozambique,2020-07-17,31255435,,,
Africa,Mozambique,2020-07-18,31255435,,,
Africa,Mozambique,2020-07-19,31255435,,,
Africa,Mozambique,2020-07-20,31255435,,,
Africa,Mozambique,2020-07-21,31255435,,,
Africa,Mozambique,2020-07-22,31255435,,,
Africa,Mozambique,2020-07-23,31255435,,,
Africa,Mozambique,2020-07-24,31255435,,,
Africa,Mozambique,2020-07-25,31255435,,,
Africa,Mozambique,2020-07-26,31255435,,,
Africa,Mozambique,2020-07-27,31255435,,,
Africa,Mozambique,2020-07-28,31255435,,,
Africa,Mozambique,2020-07-29,31255435,,,
Africa,Mozambique,2020-07-30,31255435,,,
Africa,Mozambique,2020-07-31,31255435,,,
Africa,Mozambique,2020-08-01,31255435,,,
Africa,Mozambique,2020-08-02,31255435,,,
Africa,Mozambique,2020-08-03,31255435,,,
Africa,Mozambique,2020-08-04,31255435,,,
Africa,Mozambique,2020-08-05,31255435,,,
Africa,Mozambique,2020-08-06,31255435,,,
Africa,Mozambique,2020-08-07,31255435,,,
Africa,Mozambique,2020-08-08,31255435,,,
Africa,Mozambique,2020-08-09,31255435,,,
Africa,Mozambique,2020-08-10,31255435,,,
Africa,Mozambique,2020-08-11,31255435,,,
Africa,Mozambique,2020-08-12,31255435,,,
Africa,Mozambique,2020-08-13,31255435,,,
Africa,Mozambique,2020-08-14,31255435,,,
Africa,Mozambique,2020-08-15,31255435,,,
Africa,Mozambique,2020-08-16,31255435,,,
Africa,Mozambique,2020-08-17,31255435,,,
Africa,Mozambique,2020-08-18,31255435,,,
Africa,Mozambique,2020-08-19,31255435,,,
Africa,Mozambique,2020-08-20,31255435,,,
Africa,Mozambique,2020-08-21,31255435,,,
Africa,Mozambique,2020-08-22,31255435,,,
Africa,Mozambique,2020-08-23,31255435,,,
Africa,Mozambique,2020-08-24,31255435,,,
Africa,Mozambique,2020-08-25,31255435,,,
Africa,Mozambique,2020-08-26,31255435,,,
Africa,Mozambique,2020-08-27,31255435,,,
Africa,Mozambique,2020-08-28,31255435,,,
Africa,Mozambique,2020-08-29,31255435,,,
Africa,Mozambique,2020-08-30,31255435,,,
Africa,Mozambique,2020-08-31,31255435,,,
Africa,Mozambique,2020-09-01,31255435,,,
Africa,Mozambique,2020-09-02,31255435,,,
Africa,Mozambique,2020-09-03,31255435,,,
Africa,Mozambique,2020-09-04,31255435,,,
Africa,Mozambique,2020-09-05,31255435,,,
Africa,Mozambique,2020-09-06,31255435,,,
Africa,Mozambique,2020-09-07,31255435,,,
Africa,Mozambique,2020-09-08,31255435,,,
Africa,Mozambique,2020-09-09,31255435,,,
Africa,Mozambique,2020-09-10,31255435,,,
Africa,Mozambique,2020-09-11,31255435,,,
Africa,Mozambique,2020-09-12,31255435,,,
Africa,Mozambique,2020-09-13,31255435,,,
Africa,Mozambique,2020-09-14,31255435,,,
Africa,Mozambique,2020-09-15,31255435,,,
Africa,Mozambique,2020-09-16,31255435,,,
Africa,Mozambique,2020-09-17,31255435,,,
Africa,Mozambique,2020-09-18,31255435,,,
Africa,Mozambique,2020-09-19,31255435,,,
Africa,Mozambique,2020-09-20,31255435,,,
Africa,Mozambique,2020-09-21,31255435,,,
Africa,Mozambique,2020-09-22,31255435,,,
Africa,Mozambique,2020-09-23,31255435,,,
Africa,Mozambique,2020-09-24,31255435,,,
Africa,Mozambique,2020-09-25,31255435,,,
Africa,Mozambique,2020-09-26,31255435,,,
Africa,Mozambique,2020-09-27,31255435,,,
Africa,Mozambique,2020-09-28,31255435,,,
Africa,Mozambique,2020-09-29,31255435,,,
Africa,Mozambique,2020-09-30,31255435,,,
Africa,Mozambique,2020-10-01,31255435,,,
Africa,Mozambique,2020-10-02,31255435,,,
Africa,Mozambique,2020-10-03,31255435,,,
Africa,Mozambique,2020-10-04,31255435,,,
Africa,Mozambique,2020-10-05,31255435,,,
Africa,Mozambique,2020-10-06,31255435,,,
Africa,Mozambique,2020-10-07,31255435,,,
Africa,Mozambique,2020-10-08,31255435,,,
Africa,Mozambique,2020-10-09,31255435,,,
Africa,Mozambique,2020-10-10,31255435,,,
Africa,Mozambique,2020-10-11,31255435,,,
Africa,Mozambique,2020-10-12,31255435,,,
Africa,Mozambique,2020-10-13,31255435,,,
Africa,Mozambique,2020-10-14,31255435,,,
Africa,Mozambique,2020-10-15,31255435,,,
Africa,Mozambique,2020-10-16,31255435,,,
Africa,Mozambique,2020-10-17,31255435,,,
Africa,Mozambique,2020-10-18,31255435,,,
Africa,Mozambique,2020-10-19,31255435,,,
Africa,Mozambique,2020-10-20,31255435,,,
Africa,Mozambique,2020-10-21,31255435,,,
Africa,Mozambique,2020-10-22,31255435,,,
Africa,Mozambique,2020-10-23,31255435,,,
Africa,Mozambique,2020-10-24,31255435,,,
Africa,Mozambique,2020-10-25,31255435,,,
Africa,Mozambique,2020-10-26,31255435,,,
Africa,Mozambique,2020-10-27,31255435,,,
Africa,Mozambique,2020-10-28,31255435,,,
Africa,Mozambique,2020-10-29,31255435,,,
Africa,Mozambique,2020-10-30,31255435,,,
Africa,Mozambique,2020-10-31,31255435,,,
Africa,Mozambique,2020-11-01,31255435,,,
Africa,Mozambique,2020-11-02,31255435,,,
Africa,Mozambique,2020-11-03,31255435,,,
Africa,Mozambique,2020-11-04,31255435,,,
Africa,Mozambique,2020-11-05,31255435,,,
Africa,Mozambique,2020-11-06,31255435,,,
Africa,Mozambique,2020-11-07,31255435,,,
Africa,Mozambique,2020-11-08,31255435,,,
Africa,Mozambique,2020-11-09,31255435,,,
Africa,Mozambique,2020-11-10,31255435,,,
Africa,Mozambique,2020-11-11,31255435,,,
Africa,Mozambique,2020-11-12,31255435,,,
Africa,Mozambique,2020-11-13,31255435,,,
Africa,Mozambique,2020-11-14,31255435,,,
Africa,Mozambique,2020-11-15,31255435,,,
Africa,Mozambique,2020-11-16,31255435,,,
Africa,Mozambique,2020-11-17,31255435,,,
Africa,Mozambique,2020-11-18,31255435,,,
Africa,Mozambique,2020-11-19,31255435,,,
Africa,Mozambique,2020-11-20,31255435,,,
Africa,Mozambique,2020-11-21,31255435,,,
Africa,Mozambique,2020-11-22,31255435,,,
Africa,Mozambique,2020-11-23,31255435,,,
Africa,Mozambique,2020-11-24,31255435,,,
Africa,Mozambique,2020-11-25,31255435,,,
Africa,Mozambique,2020-11-26,31255435,,,
Africa,Mozambique,2020-11-27,31255435,,,
Africa,Mozambique,2020-11-28,31255435,,,
Africa,Mozambique,2020-11-29,31255435,,,
Africa,Mozambique,2020-11-30,31255435,,,
Africa,Mozambique,2020-12-01,31255435,,,
Africa,Mozambique,2020-12-02,31255435,,,
Africa,Mozambique,2020-12-03,31255435,,,
Africa,Mozambique,2020-12-04,31255435,,,
Africa,Mozambique,2020-12-05,31255435,,,
Africa,Mozambique,2020-12-06,31255435,,,
Africa,Mozambique,2020-12-07,31255435,,,
Africa,Mozambique,2020-12-08,31255435,,,
Africa,Mozambique,2020-12-09,31255435,,,
Africa,Mozambique,2020-12-10,31255435,,,
Africa,Mozambique,2020-12-11,31255435,,,
Africa,Mozambique,2020-12-12,31255435,,,
Africa,Mozambique,2020-12-13,31255435,,,
Africa,Mozambique,2020-12-14,31255435,,,
Africa,Mozambique,2020-12-15,31255435,,,
Africa,Mozambique,2020-12-16,31255435,,,
Africa,Mozambique,2020-12-17,31255435,,,
Africa,Mozambique,2020-12-18,31255435,,,
Africa,Mozambique,2020-12-19,31255435,,,
Africa,Mozambique,2020-12-20,31255435,,,
Africa,Mozambique,2020-12-21,31255435,,,
Africa,Mozambique,2020-12-22,31255435,,,
Africa,Mozambique,2020-12-23,31255435,,,
Africa,Mozambique,2020-12-24,31255435,,,
Africa,Mozambique,2020-12-25,31255435,,,
Africa,Mozambique,2020-12-26,31255435,,,
Africa,Mozambique,2020-12-27,31255435,,,
Africa,Mozambique,2020-12-28,31255435,,,
Africa,Mozambique,2020-12-29,31255435,,,
Africa,Mozambique,2020-12-30,31255435,,,
Africa,Mozambique,2020-12-31,31255435,,,
Africa,Mozambique,2021-01-01,31255435,,,
Africa,Mozambique,2021-01-02,31255435,,,
Africa,Mozambique,2021-01-03,31255435,,,
Africa,Mozambique,2021-01-04,31255435,,,
Africa,Mozambique,2021-01-05,31255435,,,
Africa,Mozambique,2021-01-06,31255435,,,
Africa,Mozambique,2021-01-07,31255435,,,
Africa,Mozambique,2021-01-08,31255435,,,
Africa,Mozambique,2021-01-09,31255435,,,
Africa,Mozambique,2021-01-10,31255435,,,
Africa,Mozambique,2021-01-11,31255435,,,
Africa,Mozambique,2021-01-12,31255435,,,
Africa,Mozambique,2021-01-13,31255435,,,
Africa,Mozambique,2021-01-14,31255435,,,
Africa,Mozambique,2021-01-15,31255435,,,
Africa,Mozambique,2021-01-16,31255435,,,
Africa,Mozambique,2021-01-17,31255435,,,
Africa,Mozambique,2021-01-18,31255435,,,
Africa,Mozambique,2021-01-19,31255435,,,
Africa,Mozambique,2021-01-20,31255435,,,
Africa,Mozambique,2021-01-21,31255435,,,
Africa,Mozambique,2021-01-22,31255435,,,
Africa,Mozambique,2021-01-23,31255435,,,
Africa,Mozambique,2021-01-24,31255435,,,
Africa,Mozambique,2021-01-25,31255435,,,
Africa,Mozambique,2021-01-26,31255435,,,
Africa,Mozambique,2021-01-27,31255435,,,
Africa,Mozambique,2021-01-28,31255435,,,
Africa,Mozambique,2021-01-29,31255435,,,
Africa,Mozambique,2021-01-30,31255435,,,
Africa,Mozambique,2021-01-31,31255435,,,
Africa,Mozambique,2021-02-01,31255435,,,
Africa,Mozambique,2021-02-02,31255435,,,
Africa,Mozambique,2021-02-03,31255435,,,
Africa,Mozambique,2021-02-04,31255435,,,
Africa,Mozambique,2021-02-05,31255435,,,
Africa,Mozambique,2021-02-06,31255435,,,
Africa,Mozambique,2021-02-07,31255435,,,
Africa,Mozambique,2021-02-08,31255435,,,
Africa,Mozambique,2021-02-09,31255435,,,
Africa,Mozambique,2021-02-10,31255435,,,
Africa,Mozambique,2021-02-11,31255435,,,
Africa,Mozambique,2021-02-12,31255435,,,
Africa,Mozambique,2021-02-13,31255435,,,
Africa,Mozambique,2021-02-14,31255435,,,
Africa,Mozambique,2021-02-15,31255435,,,
Africa,Mozambique,2021-02-16,31255435,,,
Africa,Mozambique,2021-02-17,31255435,,,
Africa,Mozambique,2021-02-18,31255435,,,
Africa,Mozambique,2021-02-19,31255435,,,
Africa,Mozambique,2021-02-20,31255435,,,
Africa,Mozambique,2021-02-21,31255435,,,
Africa,Mozambique,2021-02-22,31255435,,,
Africa,Mozambique,2021-02-23,31255435,,,
Africa,Mozambique,2021-02-24,31255435,,,
Africa,Mozambique,2021-02-25,31255435,,,
Africa,Mozambique,2021-02-26,31255435,,,
Africa,Mozambique,2021-02-27,31255435,,,
Africa,Mozambique,2021-02-28,31255435,,,
Africa,Mozambique,2021-03-01,31255435,,,
Africa,Mozambique,2021-03-02,31255435,,,
Africa,Mozambique,2021-03-03,31255435,,,
Africa,Mozambique,2021-03-04,31255435,,,
Africa,Mozambique,2021-03-05,31255435,,,
Africa,Mozambique,2021-03-06,31255435,,,
Africa,Mozambique,2021-03-07,31255435,,,
Africa,Mozambique,2021-03-08,31255435,,,
Africa,Mozambique,2021-03-09,31255435,,,
Africa,Mozambique,2021-03-10,31255435,,,
Africa,Mozambique,2021-03-11,31255435,,,
Africa,Mozambique,2021-03-12,31255435,,,
Africa,Mozambique,2021-03-13,31255435,,,
Africa,Mozambique,2021-03-14,31255435,,,
Africa,Mozambique,2021-03-15,31255435,,,
Africa,Mozambique,2021-03-16,31255435,,,
Africa,Mozambique,2021-03-17,31255435,,,
Africa,Mozambique,2021-03-18,31255435,,,
Africa,Mozambique,2021-03-19,31255435,,,
Africa,Mozambique,2021-03-20,31255435,,,
Africa,Mozambique,2021-03-21,31255435,,,
Africa,Mozambique,2021-03-22,31255435,,,
Africa,Mozambique,2021-03-23,31255435,,,
Africa,Mozambique,2021-03-24,31255435,,,
Africa,Mozambique,2021-03-25,31255435,,,
Africa,Mozambique,2021-03-26,31255435,,,
Africa,Mozambique,2021-03-27,31255435,,,
Africa,Mozambique,2021-03-28,31255435,,,
Africa,Mozambique,2021-03-29,31255435,,,
Africa,Mozambique,2021-03-30,31255435,,,
Africa,Mozambique,2021-03-31,31255435,,,
Africa,Mozambique,2021-04-01,31255435,,,
Africa,Mozambique,2021-04-02,31255435,,,
Africa,Mozambique,2021-04-03,31255435,,,
Africa,Mozambique,2021-04-04,31255435,,,
Africa,Mozambique,2021-04-05,31255435,,,
Africa,Mozambique,2021-04-06,31255435,,,
Africa,Mozambique,2021-04-07,31255435,,,
Africa,Mozambique,2021-04-08,31255435,,,
Africa,Mozambique,2021-04-09,31255435,,,
Africa,Mozambique,2021-04-10,31255435,,,
Africa,Mozambique,2021-04-11,31255435,,,
Africa,Mozambique,2021-04-12,31255435,,,
Africa,Mozambique,2021-04-13,31255435,,,
Africa,Mozambique,2021-04-14,31255435,,,
Africa,Mozambique,2021-04-15,31255435,,,
Africa,Mozambique,2021-04-16,31255435,,,
Africa,Mozambique,2021-04-17,31255435,,,
Africa,Mozambique,2021-04-18,31255435,,,
Africa,Mozambique,2021-04-19,31255435,,,
Africa,Mozambique,2021-04-20,31255435,,,
Africa,Mozambique,2021-04-21,31255435,,,
Africa,Mozambique,2021-04-22,31255435,,,
Africa,Mozambique,2021-04-23,31255435,,,
Africa,Mozambique,2021-04-24,31255435,,,
Africa,Mozambique,2021-04-25,31255435,,,
Africa,Mozambique,2021-04-26,31255435,,,
Africa,Mozambique,2021-04-27,31255435,,,
Africa,Mozambique,2021-04-28,31255435,,,
Africa,Mozambique,2021-04-29,31255435,,,
Africa,Mozambique,2021-04-30,31255435,,,
Africa,Namibia,2020-03-14,2540916,,,
Africa,Namibia,2020-03-15,2540916,,,
Africa,Namibia,2020-03-16,2540916,,,
Africa,Namibia,2020-03-17,2540916,,,
Africa,Namibia,2020-03-18,2540916,,,
Africa,Namibia,2020-03-19,2540916,,,
Africa,Namibia,2020-03-20,2540916,,,
Africa,Namibia,2020-03-21,2540916,,,
Africa,Namibia,2020-03-22,2540916,,,
Africa,Namibia,2020-03-23,2540916,,,
Africa,Namibia,2020-03-24,2540916,,,
Africa,Namibia,2020-03-25,2540916,,,
Africa,Namibia,2020-03-26,2540916,,,
Africa,Namibia,2020-03-27,2540916,,,
Africa,Namibia,2020-03-28,2540916,,,
Africa,Namibia,2020-03-29,2540916,,,
Africa,Namibia,2020-03-30,2540916,,,
Africa,Namibia,2020-03-31,2540916,,,
Africa,Namibia,2020-04-01,2540916,,,
Africa,Namibia,2020-04-02,2540916,,,
Africa,Namibia,2020-04-03,2540916,,,
Africa,Namibia,2020-04-04,2540916,,,
Africa,Namibia,2020-04-05,2540916,,,
Africa,Namibia,2020-04-06,2540916,,,
Africa,Namibia,2020-04-07,2540916,,,
Africa,Namibia,2020-04-08,2540916,,,
Africa,Namibia,2020-04-09,2540916,,,
Africa,Namibia,2020-04-10,2540916,,,
Africa,Namibia,2020-04-11,2540916,,,
Africa,Namibia,2020-04-12,2540916,,,
Africa,Namibia,2020-04-13,2540916,,,
Africa,Namibia,2020-04-14,2540916,,,
Africa,Namibia,2020-04-15,2540916,,,
Africa,Namibia,2020-04-16,2540916,,,
Africa,Namibia,2020-04-17,2540916,,,
Africa,Namibia,2020-04-18,2540916,,,
Africa,Namibia,2020-04-19,2540916,,,
Africa,Namibia,2020-04-20,2540916,,,
Africa,Namibia,2020-04-21,2540916,,,
Africa,Namibia,2020-04-22,2540916,,,
Africa,Namibia,2020-04-23,2540916,,,
Africa,Namibia,2020-04-24,2540916,,,
Africa,Namibia,2020-04-25,2540916,,,
Africa,Namibia,2020-04-26,2540916,,,
Africa,Namibia,2020-04-27,2540916,,,
Africa,Namibia,2020-04-28,2540916,,,
Africa,Namibia,2020-04-29,2540916,,,
Africa,Namibia,2020-04-30,2540916,,,
Africa,Namibia,2020-05-01,2540916,,,
Africa,Namibia,2020-05-02,2540916,,,
Africa,Namibia,2020-05-03,2540916,,,
Africa,Namibia,2020-05-04,2540916,,,
Africa,Namibia,2020-05-05,2540916,,,
Africa,Namibia,2020-05-06,2540916,,,
Africa,Namibia,2020-05-07,2540916,,,
Africa,Namibia,2020-05-08,2540916,,,
Africa,Namibia,2020-05-09,2540916,,,
